id,nome
1023,"Número de municípios, total e os que possuem instrumento legal regulador do serviço de esgotamento sanitário, por tipo de instrumento legal regulador"
1024,"Número de municípios, total e os com serviço de esgotamento sanitário, por existência de legislação municipal que exige aprovação e implantação de sistema de esgotamento sanitário para loteamentos novos"
1026,"Número de municípios, total e os que possuem órgão municipal gestor do serviço de esgotamento sanitário, por característica do órgão municipal gestor"
1027,"Número de municípios, total e os com serviço de manejo de águas pluviais, por forma de execução do serviço"
1028,"Número de municípios, total e os que possuem instrumento legal regulador do serviço de manejo de águas pluviais, por tipo de instrumento legal regulador"
1029,"Número de municípios, total e os com manejo de águas pluviais, por existência de legislação municipal que exige aprovação de sistema de manejo de águas pluviais para loteamentos novos"
1036,"Número de municípios, total e os com manejo de águas pluviais, por existência de legislação municipal que prevê mecanismo de controle das águas pluviais efluentes de novos loteamentos"
1228,"Número de municípios, total e os com manejo de águas pluviais, por existência de legislação municipal que prevê mecanismo de preservação das áreas de recarga de águas subterrâneas"
1229,"Número de municípios, total e os que possuem órgão municipal gestor do serviço de manejo de águas pluviais, por característica do órgão municipal gestor"
1230,"Número de municípios, total e os com serviço de manejo de resíduos sólidos, por forma de execução do serviço"
1231,"Número de municípios, total e os que possuem órgão municipal gestor do serviço de manejo de resíduos sólidos, por característica do órgão municipal gestor"
1232,"Número de municípios, total e os com serviço de manejo de resíduos sólidos, por existência e forma de cobrança de serviços especiais ou eventuais"
1233,"Número de municípios, total e os que exercem controle sobre o manejo de resíduos especiais realizado, por terceiros por tipo de resíduo"
1234,"Número de municípios, total e os com manejo de resíduos sólidos, por existência de catadores na zona urbana"
1235,"Número de catadores de lixo na zona urbana, por grupos de idade"
1236,"Número de municípios, total, os com manejo de resíduos sólidos e os onde existem e os onde não existem cooperativas ou associações de catadores, por existência e número de cooperativas ou associações de catadores"
1237,"Número de municípios, total e os com manejo de resíduos sólidos com participação de catadores nas ações de coleta seletiva, por forma de participação"
1238,"Número de municípios, total e com algum serviço de saneamento básico, por tipo de serviço"
1239,"Número de municípios, total e sem rede geral de abastecimento de água, por principal solução alternativa para o abastecimento de água"
1240,"Número de municípios, total e sem rede coletora de esgoto, por principal solução alternativa para o esgotamento sanitário"
1241,"Número de municípios, total e os com manejo de resíduos sólidos, por situação da coleta seletiva no município"
1242,"Número de municípios, total e os com manejo de resíduos sólidos, por natureza dos serviços"
1247,"Número de municípios, total e os com manejo de resíduos sólidos, por existência e forma de cobrança pelo serviço"
1248,"Número de municípios, total e os que têm conhecimento da existência de catadores nas unidades de disposição de resíduos no solo, por tipo de trabalho social desenvolvido com os catadores"
1255,"Número de municípios, total e os que possuem exclusivamente sistema de drenagem superficial nas ruas pavimentadas, por percentual de ruas pavimentadas exclusivamente com drenagem superficial"
1256,"Pessoal ocupado, permanente, contratado, terceirizado ou somente comissionado, no serviço de manejo de águas pluviais, por alocação do pessoal"
1257,"Número de municípios, total e com serviços de manejo de resíduos sólidos, por natureza dos serviços"
1300,"Número de municípios, total e os com tratamento de esgoto sanitário, por tipo de sistema de tratamento"
1353,"Número de municípios, total e os com serviços de manejo de resíduos sólidos, por existência de coleta seletiva"
1354,"Número de municípios, total e os com coleta de esgoto sanitário, por tipo de rede coletora"
1356,"Número de municípios com coleta de esgoto sanitário, total e os com tratamento, por tipos de corpos receptores"
1358,"Número de municípios, total e os com coleta de esgoto sanitário, por parte do sistema de esgotamento sanitário onde estão sendo feitas ampliações ou melhorias"
1359,"Número de municípios, total e os com rede coletora de esgoto sanitário, e número de economias esgotadas ativas, total e residencial"
1361,"Número de municípios, total e os com coleta de esgoto sanitário, por tipo de constituição jurídica das entidades prestadoras de serviço de esgotamento sanitário"
1362,"Número de municípios, total e os com coleta de esgoto sanitário, por esfera administrativa das entidades prestadoras de serviço de esgotamento sanitário"
1364,"Número de municípios, total e os com serviço de abastecimento de água, por tipo de tratamento da água"
1365,"Número de economias abastecidas, total, ativas, ativas residenciais e ativas não residenciais"
1366,"Número de municípios, total e os com serviço de abastecimento de água, por cobrança pelo serviço de abastecimento de água"
1367,"Número de municípios, total e os que estabelecem tarifa mínima para consumo de água, por faixa de volume de consumo"
1368,"Número de municípios, total e os com rede de distribuição de água, por parte do sistema onde estâo sendo feitas as ampliações ou melhorias"
1369,"Número de municípios, total e os com racionamento de água, por periodicidade do racionamento"
1429,Número de municípios com serviço de coleta de lixo seletiva por tipo de material recuperado
1441,Número de municípios com serviço de coleta seletiva por área de abrangência
1665,"Número de municípios, total e os com dispositivo coletivo de detenção ou amortecimento de vazão de águas pluviais urbanas, por localização do dispositivo"
1684,"Número de municípios, total e os com rede de distribuição de água, por condição de atendimento no município"
1708,"Número de municípios com rede coletora de esgoto, por existência e forma de cobrança do serviço de esgotamento sanitário"
1709,"Quantidade de caminhões utilizados nos serviços de manejo de resíduos sólidos, por tipo de caminhão"
1710,"Número de municípios com serviços de coleta seletiva, por aplicação dos recursos provenientes da coleta seletiva"
1713,"Número de municípios, total e os com serviços de manejo de pilhas e baterias, por forma de disposição no solo"
1714,"Número de municípios, total e os com serviços de manejo de pilhas e baterias, por tipo de processamento"
1715,"Número de municípios, total e os com serviços de manejo de resíduos de construção e demolição, por forma de disposição no solo"
1717,"Número de municípios, total e os com serviços de manejo de resíduos de construção e demolição, por tipo de processamento"
1718,"Número de municípios que coletam e/ou recebem resíduos sólidos industriais perigosos e/ou não-inertes, por forma de disposição no solo"
1719,"Número de municípios que coletam e/ou recebem resíduos sólidos industriais perigosos e/ou não-inertes, por tipo de processamento"
1727,"Número de entidades com coleta domiciliar regular de resíduos sólidos, por existência de coleta domiciliar regular de resíduos sólidos em área de difícil acesso"
1738,"Número de sedes do município com serviço de coleta regular de resíduos sólidos nas vias e logradouros públicos, por frequência da coleta"
1751,"Número de distritos, total e os com rede de distribuição de água, por condição de atendimento no município"
1752,"Número de municípios, total e os com serviço de abastecimento de água, por tipo de captação"
1753,"Número de municípios, total e os com captação de água, por existência e tipo de poluição ou contaminação na captação"
